鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,縣市
汐止區,房地(土地+建物),新北市汐止區民族五街８號２樓之３,19.12,都市：其他:第二種住宅區,,,1150402,土地2建物1車位0,二層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880416,73.86,2,2,1,有,有,5000000,67696,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；陽台外推；,RPRNMLNKNHLGFDF38DA,47.98,0.0,7.15,有,,新北市
北屯區,房地(土地+建物),臺中市北屯區熱河路三段１５３號,88.0,住,,,1141028,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0700520,113.74,3,2,2,有,無,18500000,162652,,0.0,0,其他增建；,RPPNMLLKNHLGFBB47EA,113.74,0.0,0.0,無,,台中市
鳳山區,房地(土地+建物),高雄市鳳山區瑞大街２７巷３號,93.0,商,,,1150308,土地3建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0751020,130.15,4,2,3,有,無,14200000,109105,,0.0,0,頂樓、露台陽台外推；頂樓加蓋；,RPPOMLLKLHLGFGE08DA,112.49,5.18,12.48,無,,高雄市
新竹市,土地,柑林段353地號,6.34,,山坡地保育區,農牧用地,1150504,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,47925,7559,,0.0,0,,RPPNMLNKNHLGFAO88EA,0.0,0.0,0.0,無,02,新竹市
三重區,房地(土地+建物),新北市三重區中央北路９０巷７號,17.96,住,,,1150324,土地1建物1車位0,一層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,0571003,48.16,1,1,1,有,無,8900000,184801,,0.0,0,,RPQOMLKLMHLGFGF38DA,48.16,0.0,0.0,無,0181,新北市
新店區,房地(土地+建物),新北市新店區新店路２６２之１８號五樓,3.5,,,,1150331,土地1建物1車位0,五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980409,41.4,1,1,1,有,有,12080000,291787,,0.0,0,夾層；其他增建；,RPVNMLRKMHLGFCF98DA,25.15,0.0,2.93,有,,新北市
鳳山區,土地,道爺段1074-24地號,21.0,住,,,1150504,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,913500,43500,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPOOMLRJNHLGFGE68DA,0.0,0.0,0.0,無,,高雄市
桃園區,房地(土地+建物)+車位,桃園市桃園區大興西路三段１６號五樓,11.47,住,,,1130120,土地1建物1車位1,五層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150120,97.49000000000001,2,2,1,有,有,12740000,136033,坡道機械,12.29,1150000,預售屋、或土地及建物分件登記案件；,RPXOMLRJNHLGFAH66DA,49.94,0.61,5.23,有,,桃園市
三民區,房地(土地+建物),高雄市三民區義華路２９５號六樓之２,4.57,其他,,,1150407,土地2建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,0790322,45.7,1,0,1,有,有,2150000,47046,,0.0,0,含傢俱設備費；,RPRQMLRJMHLGFDE78DA,30.37,0.0,4.06,有,0121,高雄市
鳳山區,房地(土地+建物)+車位,高雄市鳳山區鳳甲二街１４３號五樓,27.21,住,,,1150318,土地1建物1車位1,五層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0900622,133.53,3,2,2,有,有,10600000,79383,坡道平面,18.15,0,含傢俱設備費；其他增建；,RPRNMLLKNHLGFGE38DA,75.12,0.0,10.48,有,,高雄市
永和區,房地(土地+建物),新北市永和區永貞路３９巷１３號四樓,15.36,住,,,1141222,土地2建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0761210,102.31,3,2,2,有,有,10000000,97742,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLPKNHLGFHF98EA,73.41,1.91,11.13,有,,新北市
橋頭區,房地(土地+建物)+車位,高雄市橋頭區新南一街１７１號十三樓,12.64,住,,,1120923,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1150106,109.0,2,2,2,有,有,10650000,95871,坡道平面,17.21,1850000,預售屋、或土地及建物分件登記案件；,RPRPMLTKPHKGFFE76DA,53.52,0.0,5.37,有,,高雄市
苓雅區,房地(土地+建物),高雄市苓雅區三多二路９號二十一樓之１０,8.56,都市：其他:第二種特定商業專用區,,,1150329,土地2建物1車位0,二十一層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1100825,88.91,2,1,1,有,有,9020000,101451,,0.0,0,含裝潢費；,RPVSMLKMLHLGFBE68DA,40.75,2.16,14.11,有,0213,高雄市
鳳山區,房地(土地+建物),高雄市鳳山區保生路３０６號,83.9,住,,,1150402,土地1建物1車位0,全,三層,透天厝,見其他登記事項,見其他登記事項,0940930,188.24,5,2,3,有,無,16500000,87654,,0.0,0,頂樓增建、一樓空地增建、鐵鋁窗增建、鐵皮屋頂增建、遮雨棚增建陽台外推；其他增建；,RPUNMLRJNHLGFGE56DA,161.68,3.52,23.04,無,,高雄市
中和區,車位,新北市中和區景平路４９０號六樓之二等,0.56,,,,1150426,土地2建物1車位1,,,其他,,,,91.8,0,0,0,無,有,2500000,,坡道平面,91.79,2500000,親友、員工、共有人或其他特殊關係間之交易；僅車位交易；,RPQOMLPKNHLGFHF98DA,0.0,0.0,0.0,有,,新北市
美濃區,土地,中興段551地號,128.0,,特定農業區,甲種建築用地,1150409,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,550400,4300,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLOKNHLGFKE88DA,0.0,0.0,0.0,無,,高雄市
南屯區,房地(土地+建物),臺中市南屯區公益路二段６１５之１號十四樓之７,13.77,住,,,1150329,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880429,133.77,3,2,2,有,有,12700000,94939,,0.0,0,其他增建；,RPRNMLTLLHLGFCB38DA,81.64,0.0,12.73,有,,台中市
太平區,房地(土地+建物),臺中市太平區樹孝路６７巷２弄１０號,22.51,住,,,1150424,土地2建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810630,106.44999999999999,3,1,1,有,有,4000000,37576,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLRJNHLGFJB66DA,69.86,10.91,0.0,有,0035,台中市
南屯區,房地(土地+建物)+車位,臺中市南屯區建功路６５號二十樓之３,13.83,住,,,1121119,土地1建物1車位1,二十層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141226,148.74,3,2,2,有,有,15320000,112316,坡道平面,26.14,1550000,預售屋、或土地及建物分件登記案件；,RPXRMLTLMHLGFCB86DA,72.05,0.0,8.26,有,,台中市
八里區,房地(土地+建物),新北市八里區商港二路１７號,8.34,商,,,1150222,土地1建物1車位0,一層,十八層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,1110425,43.93,0,0,1,有,有,8200000,186661,,0.0,0,,RPUNMLSKNHLGFEF66DA,32.79,0.0,0.0,有,0350,新北市
板橋區,房地(土地+建物),新北市板橋區長江路二段６１號十樓,7.15,住,,,1150321,土地1建物1車位0,十層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870622,116.03,3,2,2,有,有,19600000,168922,,0.0,0,其他增建；,RPPPMLLLMHLGFAF87DA,79.56,0.92,12.39,有,,新北市
橋頭區,房地(土地+建物)+車位,高雄市橋頭區成功南路４７３號八樓之３,15.71,住,,,1121025,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1150302,111.85,2,1,2,有,有,10540000,93071,坡道平面,14.72,1500000,預售屋、或土地及建物分件登記案件；,RPPPMLOLMHLGFFE58DA,47.47,0.0,14.33,有,,高雄市
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區五福一路２１８之１號七樓,31.53,住,,,1121114,土地1建物1車位2,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150123,219.12,4,2,2,有,有,24500000,131110,坡道平面,62.0,3900000,預售屋、或土地及建物分件登記案件；,RPVONLRLJHLGFEH76DA,94.9,0.0,9.21,有,,桃園市
五股區,房地(土地+建物)+車位,新北市五股區新五路二段２５９號六樓,37.68,住,,,1150315,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050425,219.01000000000002,4,2,2,有,有,24300000,117327,坡道平面,31.5,2300000,,RPUOMLKLMHLGFBF28DA,114.17,2.96,11.73,有,0218,新北市
大安區,土地,通化段六小段344地號,0.62,都市：其他:第三種住宅區。,,,1150414,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,300000,0,,0.0,0,買方負擔土地增值稅。親友、員工、共有人或其他特殊關係間之交易；,RPXNMLQJNHLGFFA88DA,0.0,0.0,0.0,無,048,台北市
龜山區,土地,南上段1-1地號,27.87,,,,1141215,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,482154,17300,,0.0,0,協議價購；,RPOSMLOKMHLGFHH56DA,0.0,0.0,0.0,無,0313,桃園市
桃園區,房地(土地+建物)+車位,桃園市桃園區水岸二街１６號八樓,31.36,住,,,1130803,土地1建物1車位2,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150130,234.17000000000002,4,2,2,有,無,30000000,156499,坡道平面,64.84,3500000,預售屋、或土地及建物分件登記案件；,RPVNMLRJNHLGFAH98DA,98.55,0.0,13.29,有,,桃園市
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段４０１巷４６號七樓,13.26,住,,,1130215,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150407,114.67,2,2,2,有,有,10080000,96546,坡道平面,25.8,1500000,預售屋、或土地及建物分件登記案件；,RPTPMLRLMHLGFEF66DA,54.57,0.0,4.49,有,,新北市
土城區,房地(土地+建物)+車位,新北市土城區中央路四段５２巷２２之１號三樓,9.12,住,,,1131227,土地3建物1車位1,三層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141203,80.19,1,0,1,有,無,5439490,67833,坡道平面,40.28,0,權利變換安置戶交易總價依實際分配價值,RPWPMLLKNHLGFAF58DA,24.12,0.0,1.87,有,0383,新北市
新莊區,房地(土地+建物)+車位,新北市新莊區中原路２３０號十八樓,33.37,住,,,1150409,土地1建物1車位2,十八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041104,280.39,4,2,2,有,有,43500000,177068,坡道平面,62.96,5000000,,RPSNMLSKNHLGFBF88EA,124.12,13.18,9.82,有,,新北市
新店區,房地(土地+建物)+車位,新北市新店區安和路一段１９號四樓,23.92,住,,,1150312,土地1建物1車位1,四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1051018,217.78,4,2,2,有,有,31000000,157730,坡道平面,35.19,2200000,,RPUNMLMJMHLGFCF28DA,115.43,0.0,10.75,有,0263,新北市
中和區,房地(土地+建物),新北市中和區中興街１２５巷１４號,24.44,住,,,1150319,土地1建物1車位0,一層，平台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681008,88.31,3,1,1,有,無,13350000,151172,,0.0,0,其他增建；,RPTNMLKLLHLGFHF58DA,88.31,0.0,0.0,無,,新北市
新興區,房地(土地+建物),高雄市新興區中山一路１６號七樓之１５,4.6,都市：其他:第五種商業區,,,1100913,土地2建物1車位0,七層,三十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1150121,87.18,2,1,1,有,有,8950000,102661,,0.0,0,另有讓渡預售屋、或土地及建物分件登記案件；,RPOPMLNKMHLGFBE87DA,46.37,0.0,10.42,有,,高雄市
蘆竹區,房地(土地+建物),桃園市蘆竹區埤腳街７７巷５０號,15.79,住,,,1130301,土地1建物1車位0,一層,十層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,1150128,64.19,0,0,0,無,有,9710000,151270,,0.0,0,預售屋、或土地及建物分件登記案件；,RPOPMLOLMHLGFEH68DA,37.5,0.0,4.96,有,,桃園市
太平區,房地(土地+建物)+車位,臺中市太平區育才路１７５號五樓之１,26.58,住,,,1130308,土地1建物1車位2,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150113,183.76999999999998,3,2,2,有,有,16280000,107454,坡道平面,56.46,2600000,預售屋、或土地及建物分件登記案件；,RPXOMLMJMHLGFJB98DA,76.02,0.0,9.29,有,,台中市
左營區,房地(土地+建物)+車位,高雄市左營區文自路５２４巷４１號八樓,10.77,住,,,1121222,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1140903,122.0,2,2,2,有,有,13160000,112364,坡道平面,24.46,2200000,預售屋、或土地及建物分件登記案件；,RPRNMLSJMHLGFEE68DA,58.89,0.0,3.73,有,,高雄市
中壢區,房地(土地+建物)+車位,桃園市中壢區高鐵站前路４２２號十四樓,11.12,商,,,1101106,土地1建物1車位1,十四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141027,129.49,3,2,2,有,有,16560000,147408,坡道平面,29.36,1800000,111/04/25轉讓，轉讓價金1674萬元；112/05/30轉讓，權利人尚未提供私契；112/12/21轉讓，轉讓價金1736萬元。預售屋、或土地及建物分件登記案件；,RPPUPLTLIIKGFBH76DA,61.1,0.0,4.18,有,,桃園市
中和區,房地(土地+建物),新北市中和區中正路１２０５號五樓之一,13.85,工,,,1150329,土地2建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),商辦用,鋼筋混凝土造,0961107,112.12,3,2,2,有,有,11300000,100785,,0.0,0,,RPRNMLMKNHLGFHF68DA,77.16,2.02,8.63,有,0234,新北市
北投區,房地(土地+建物),臺北市北投區中和街２１３號七樓,4.84,都市：其他:第三種商業區。,,,1090111,土地1建物1車位0,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150302,51.120000000000005,2,1,1,有,有,8300000,162363,,0.0,0,預售屋、或土地及建物分件登記案件；,RPSPMLLKNHLGFEA08DA,30.39,0.0,3.29,有,,台北市
新莊區,車位,新北市新莊區中環路二段２３０號二樓,1.89,住,,,1150408,土地1建物1車位2,二層,二十五層,其他,集合住宅,鋼骨構造,1071018,78.47,0,0,0,無,有,5000000,,坡道平面,78.48,5000000,僅車位交易；,RPVPMLRJNHLGFBF09DA,0.0,0.0,0.0,有,0112,新北市
西屯區,房地(土地+建物)+車位,臺中市西屯區臺灣大道三段６４６號十六樓之７,6.61,商,,,1100304,土地1建物1車位1,十六層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造、鋼筋混凝土造,1140811,116.84,2,2,1,有,有,12800000,132765,坡道平面,34.74,1900000,預售屋、或土地及建物分件登記案件；,RPPRMLSJNHLGFCB48DA,48.37,0.0,4.56,有,,台中市
土城區,房地(土地+建物)+車位,新北市土城區青和街５１號二樓,13.65,住,,,1100507,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150123,103.47,2,1,1,有,有,9990000,112515,坡道平面,30.68,1800000,預售屋、或土地及建物分件登記案件；,RPQPMLRLMHLGFAF58DA,45.77,0.0,2.94,有,,新北市
東勢區,土地,東勢段中嵙小段610-10地號,246.0,,山坡地保育區,丙種建築用地,1150417,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2360000,9593,,0.0,0,未登記建物；,RPQNMLQJNHLGFGB38DA,0.0,0.0,0.0,無,,台中市
土城區,房地(土地+建物)+車位,新北市土城區青和街５７號三樓,15.13,住,,,1100314,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150123,114.41,2,2,2,有,有,10900000,108946,坡道平面,31.8,1900000,於民國111年2月24日讓與。預售屋、或土地及建物分件登記案件；,RPWNMLRLMHLGFAF98DA,50.78,0.0,4.5,有,,新北市
北投區,房地(土地+建物)+車位,臺北市北投區行義路１２４巷６號七樓,65.86,都市：其他:第二種住宅區。,,,1150321,土地4建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0701127,170.94,3,2,2,有,有,26500000,167677,坡道平面,30.79,3000000,陽台外推；頂樓加蓋；,RPVNMLRLLHLGFEA68DA,139.9,0.0,10.88,有,073,台北市
三重區,房地(土地+建物)+車位,新北市三重區疏洪西路１０５號二十樓,35.54,商,,,1150330,土地2建物1車位1,二十層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,249.07,4,2,3,有,有,54360000,236911,坡道平面,32.28,3000000,,RPPNMLLKNHLGFGF38EA,126.38,10.64,11.02,有,0205,新北市
蘆竹區,土地,宏竹段259地號,121.82,,一般農業區,水利用地,1150422,土地7建物0車位0,,,其他,,,,0.0,0,0,0,無,無,326125,2677,,0.0,0,宏竹段65地號：6950元宏竹段70地號：33800元宏竹段259地號：270375元宏竹段46、73、900、813地號：15000元親友、員工、共有人或其他特殊關係間之交易；未登記建物；包含公共設施保留地用地；,RPPNMLPLMHLGFEH68DA,0.0,0.0,0.0,無,,桃園市
新竹市,房地(土地+建物)+車位,新竹市新竹市延平路二段４５５號五樓之２,29.81,,鄉村區,乙種建築用地,1140111,土地1建物1車位1,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1150126,80.07,2,2,1,有,有,9760000,135744,其他,14.8,900000,預售屋、或土地及建物分件登記案件；,RPQOMLRKMHLGFAO66DA,46.58,0.0,3.03,有,,新竹市
鳥松區,土地,長庚段114地號,2631.0,農,,,1150208,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,142000000,53972,,0.0,0,未登記建物；含租約；,RPROMLKKMHLGFIE48DA,0.0,0.0,0.0,無,,高雄市
苓雅區,房地(土地+建物)+車位,高雄市苓雅區身修路５３號五樓,22.48,住,,,1150415,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1081119,173.4,3,2,2,有,有,17250000,99481,坡道平面,28.07,0,,RPUOMLOJNHLGFBE48DA,77.7,5.62,8.47,有,0043,高雄市
小港區,土地,水庫段327-1地號,271.6,都市：其他:保護區,,,1141203,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5540558,20400,,0.0,0,協議價購；,RPVUMLLLMHLGFCE09DA,0.0,0.0,0.0,無,0323,高雄市
永和區,房地(土地+建物),新北市永和區中山路一段１００號四樓之３,7.21,商,,,1100729,土地4建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1141202,73.27,2,2,1,有,有,14120000,192712,,0.0,0,預售屋、或土地及建物分件登記案件；,RPRPMLOJNHLGFHF98DA,43.94,0.0,4.42,有,,新北市
土城區,房地(土地+建物)+車位,新北市土城區青和街６９號五樓,15.61,住,,,1101113,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150123,118.07,2,2,2,有,有,13420000,134274,坡道平面,33.02,2000000,預售屋、或土地及建物分件登記案件；,RPORMLRLMHLGFAF58DA,52.41,0.0,4.5,有,,新北市
沙鹿區,土地,竹林東段799地號,142.2,都市：其他:道路用地,,,1150417,土地6建物0車位0,,,其他,,,,0.0,0,0,0,無,無,500000,3516,,0.0,0,,RPQNMLSJNHLGFFB48DA,0.0,0.0,0.0,無,0030,台中市
梧棲區,房地(土地+建物),臺中市梧棲區居仁街４６巷３號三樓,39.39,住,,,1150321,土地9建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720203,82.28,3,2,2,有,無,3700000,44968,,0.0,0,,RPXRMLTLMHLGFFB17DA,80.88,0.0,0.0,無,,台中市
